what,kind,bundleId,bundleVersion,description,time
locale,sysinfo,,,"en_US",1364666951977
processors,sysinfo,,,"8",1364666951977
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1364666951977
java.runtime.version,sysinfo,,,"1.6.0_27-b27",1364666951977
java.specification.name,sysinfo,,,"Java Platform API Specification",1364666951977
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1364666951977
java.specification.version,sysinfo,,,"1.6",1364666951977
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1364666951977
java.version,sysinfo,,,"1.6.0_27",1364666951977
java.vm.info,sysinfo,,,"mixed mode",1364666951977
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1364666951977
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1364666951977
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1364666951977
java.vm.specification.version,sysinfo,,,"1.0",1364666951977
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1364666951977
java.vm.version,sysinfo,,,"20.0-b12",1364666951977
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1364666951986
started,bundle,com.collabnet.subversion.merge,2.2.4,"com.collabnet.subversion.merge",1364666952206
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1364666952249
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1364666952278
started,bundle,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui",1364666952438
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1364666952446
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1364666952464
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1364666952550
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1364666952615
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1364666952621
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1364666952641
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1364666952660
