what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365041570999
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365041596067
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365041793081
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365041796851
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365041799320
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365041800395
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365041854896
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365041866392
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365042331257
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365042335344
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365042338506
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365042342596
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1365042350164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365042350249
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365042351330
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365042388938
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365042390603
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365042392694
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365042392720
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.openLocalFile",1365042392721
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365042392736
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365042401065
started,bundle,org.eclipse.mylyn.java.tasks,3.7.1.v20120425-0100,"org.eclipse.mylyn.java.tasks",1365042408979
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365042409623
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365042410387
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365042419188
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365042423786
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365042434456
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1365042437591
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365042438275
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365042439133
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365042440963
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365042442855
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365042443309
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365042484738
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365042494204
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365042511102
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365042512387
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1365042516758
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365042517756
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365042520273
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365042530136
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1365042539965
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1365042546982
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365042547928
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365042548564
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365042550037
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1365042551713
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1365042552368
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365042560403
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365042560855
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365042561144
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365042561383
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365042561665
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365042561888
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365042565014
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365042567832
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365042575256
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365042603337
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365042670546
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365042676015
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365042681745
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365042727062
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365042733226
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365042803259
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365042815690
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365042833879
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1365042849046
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365042854498
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1365042857289
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365042859642
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365042860128
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1365042860511
